,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
517,Argentina,Cedar,1998,175055,591,62397,17.23
518,Argentina,Cedar,1998,175055,591,62397,17.52
519,Argentina,Lime,1998,26088,591,62397,17.23
520,Argentina,Lime,1998,26088,591,62397,17.52
521,Argentina,Oak,1999,100000,591,62831.39,17.15
522,Argentina,Oak,1999,100000,591,62831.39,17.71
523,Argentina,Pine,1999,53702,591,62831.39,17.15
524,Argentina,Pine,1999,53702,591,62831.39,17.71
525,Argentina,Plywood,1999,238938,591,62831.39,17.15
526,Argentina,Plywood,1999,238938,591,62831.39,17.71
527,Argentina,Birch,1999,57337,591,62831.39,17.15
528,Argentina,Birch,1999,57337,591,62831.39,17.71
529,Argentina,Mangrove,1999,43845,591,62831.39,17.15
530,Argentina,Mangrove,1999,43845,591,62831.39,17.71
531,Argentina,Bamboo,1999,24450,591,62831.39,17.15
532,Argentina,Bamboo,1999,24450,591,62831.39,17.71
533,Argentina,Cedar,1999,143991,591,62831.39,17.15
534,Argentina,Cedar,1999,143991,591,62831.39,17.71
535,Argentina,Lime,1999,23028,591,62831.39,17.15
536,Argentina,Lime,1999,23028,591,62831.39,17.71
537,Argentina,Oak,2000,100000,591,63265.78,16.98
538,Argentina,Oak,2000,100000,591,63265.78,17.66
539,Argentina,Pine,2000,54329,591,63265.78,16.98
540,Argentina,Pine,2000,54329,591,63265.78,17.66
541,Argentina,Plywood,2000,277566,591,63265.78,16.98
542,Argentina,Plywood,2000,277566,591,63265.78,17.66
543,Argentina,Birch,2000,47798,591,63265.78,16.98
544,Argentina,Birch,2000,47798,591,63265.78,17.66
545,Argentina,Mangrove,2000,46477,591,63265.78,16.98
546,Argentina,Mangrove,2000,46477,591,63265.78,17.66
547,Argentina,Bamboo,2000,23312,591,63265.78,16.98
548,Argentina,Bamboo,2000,23312,591,63265.78,17.66
549,Argentina,Cedar,2000,151462,591,63265.78,16.98
550,Argentina,Cedar,2000,151462,591,63265.78,17.66
551,Argentina,Lime,2000,24873,591,63265.78,16.98
552,Argentina,Lime,2000,24873,591,63265.78,17.66
553,Argentina,Oak,2001,100000,591,63700.17,17.71
554,Argentina,Oak,2001,100000,591,63700.17,18.42
555,Argentina,Pine,2001,54553,591,63700.17,17.71
556,Argentina,Pine,2001,54553,591,63700.17,18.42
557,Argentina,Plywood,2001,283768,591,63700.17,17.71
558,Argentina,Plywood,2001,283768,591,63700.17,18.42
559,Argentina,Birch,2001,57495,591,63700.17,17.71
560,Argentina,Birch,2001,57495,591,63700.17,18.42
561,Argentina,Mangrove,2001,47429,591,63700.17,17.71
562,Argentina,Mangrove,2001,47429,591,63700.17,18.42
563,Argentina,Bamboo,2001,25846,591,63700.17,17.71
564,Argentina,Bamboo,2001,25846,591,63700.17,18.42
565,Argentina,Cedar,2001,155212,591,63700.17,17.71
566,Argentina,Cedar,2001,155212,591,63700.17,18.42
567,Argentina,Lime,2001,24934,591,63700.17,17.71
568,Argentina,Lime,2001,24934,591,63700.17,18.42
569,Argentina,Oak,2002,100000,591,64134.56,17.58
570,Argentina,Oak,2002,100000,591,64134.56,18.07
571,Argentina,Pine,2002,60791,591,64134.56,17.58
572,Argentina,Pine,2002,60791,591,64134.56,18.07
573,Argentina,Plywood,2002,251347,591,64134.56,17.58
574,Argentina,Plywood,2002,251347,591,64134.56,18.07
575,Argentina,Birch,2002,57197,591,64134.56,17.58
576,Argentina,Birch,2002,57197,591,64134.56,18.07
577,Argentina,Mangrove,2002,52691,591,64134.56,17.58
578,Argentina,Mangrove,2002,52691,591,64134.56,18.07
579,Argentina,Bamboo,2002,26304,591,64134.56,17.58
580,Argentina,Bamboo,2002,26304,591,64134.56,18.07
581,Argentina,Cedar,2002,155890,591,64134.56,17.58
582,Argentina,Cedar,2002,155890,591,64134.56,18.07
583,Argentina,Lime,2002,22398,591,64134.56,17.58
584,Argentina,Lime,2002,22398,591,64134.56,18.07
585,Argentina,Oak,2004,100000,591,65003.34,17.67
586,Argentina,Oak,2004,100000,591,65003.34,18.11
587,Argentina,Pine,2004,63931,591,65003.34,17.67
588,Argentina,Pine,2004,63931,591,65003.34,18.11
589,Argentina,Plywood,2004,288717,591,65003.34,17.67
590,Argentina,Plywood,2004,288717,591,65003.34,18.11
591,Argentina,Birch,2004,62661,591,65003.34,17.67
592,Argentina,Birch,2004,62661,591,65003.34,18.11
593,Argentina,Mangrove,2004,45531,591,65003.34,17.67
594,Argentina,Mangrove,2004,45531,591,65003.34,18.11
595,Argentina,Bamboo,2004,22075,591,65003.34,17.67
596,Argentina,Bamboo,2004,22075,591,65003.34,18.11
597,Argentina,Cedar,2004,154867,591,65003.34,17.67
598,Argentina,Cedar,2004,154867,591,65003.34,18.11
599,Argentina,Lime,2004,25441,591,65003.34,17.67
600,Argentina,Lime,2004,25441,591,65003.34,18.11
601,Argentina,Oak,2005,100000,591,65437.73,17.32
602,Argentina,Oak,2005,100000,591,65437.73,17.83
603,Argentina,Pine,2005,73587,591,65437.73,17.32
604,Argentina,Pine,2005,73587,591,65437.73,17.83
605,Argentina,Plywood,2005,283917,591,65437.73,17.32
606,Argentina,Plywood,2005,283917,591,65437.73,17.83
607,Argentina,Birch,2005,60165,591,65437.73,17.32
608,Argentina,Birch,2005,60165,591,65437.73,17.83
609,Argentina,Mangrove,2005,51872,591,65437.73,17.32
610,Argentina,Mangrove,2005,51872,591,65437.73,17.83
611,Argentina,Bamboo,2005,27287,591,65437.73,17.32
612,Argentina,Bamboo,2005,27287,591,65437.73,17.83
613,Argentina,Cedar,2005,154472,591,65437.73,17.32
614,Argentina,Cedar,2005,154472,591,65437.73,17.83
615,Argentina,Lime,2005,26356,591,65437.73,17.32
616,Argentina,Lime,2005,26356,591,65437.73,17.83
617,Argentina,Oak,2006,100000,591,65872.12,18.1
618,Argentina,Oak,2006,100000,591,65872.12,18.35
619,Argentina,Pine,2006,59030,591,65872.12,18.1
620,Argentina,Pine,2006,59030,591,65872.12,18.35
621,Argentina,Plywood,2006,285828,591,65872.12,18.1
622,Argentina,Plywood,2006,285828,591,65872.12,18.35
623,Argentina,Birch,2006,70610,591,65872.12,18.1
624,Argentina,Birch,2006,70610,591,65872.12,18.35
625,Argentina,Mangrove,2006,46778,591,65872.12,18.1
626,Argentina,Mangrove,2006,46778,591,65872.12,18.35
627,Argentina,Bamboo,2006,26793,591,65872.12,18.1
628,Argentina,Bamboo,2006,26793,591,65872.12,18.35
629,Argentina,Cedar,2006,143478,591,65872.12,18.1
630,Argentina,Cedar,2006,143478,591,65872.12,18.35
631,Argentina,Lime,2006,25302,591,65872.12,18.1
632,Argentina,Lime,2006,25302,591,65872.12,18.35
633,Argentina,Oak,2007,100000,591,81582.64,16.71
634,Argentina,Oak,2007,100000,591,81582.64,17.14
635,Argentina,Pine,2007,76655,591,81582.64,16.71
636,Argentina,Pine,2007,76655,591,81582.64,17.14
637,Argentina,Plywood,2007,286765,591,81582.64,16.71
638,Argentina,Plywood,2007,286765,591,81582.64,17.14
639,Argentina,Birch,2007,65604,591,81582.64,16.71
640,Argentina,Birch,2007,65604,591,81582.64,17.14
641,Argentina,Mangrove,2007,47021,591,81582.64,16.71
642,Argentina,Mangrove,2007,47021,591,81582.64,17.14
643,Argentina,Bamboo,2007,29712,591,81582.64,16.71
644,Argentina,Bamboo,2007,29712,591,81582.64,17.14
645,Argentina,Cedar,2007,141667,591,81582.64,16.71
646,Argentina,Cedar,2007,141667,591,81582.64,17.14
647,Argentina,Lime,2007,26234,591,81582.64,16.71
648,Argentina,Lime,2007,26234,591,81582.64,17.14
649,Argentina,Oak,2008,100000,591,87149.01,17.71
650,Argentina,Oak,2008,100000,591,87149.01,18.39
651,Argentina,Pine,2008,64525,591,87149.01,17.71
652,Argentina,Pine,2008,64525,591,87149.01,18.39
653,Argentina,Plywood,2008,279412,591,87149.01,17.71
654,Argentina,Plywood,2008,279412,591,87149.01,18.39
655,Argentina,Birch,2008,68278,591,87149.01,17.71
656,Argentina,Birch,2008,68278,591,87149.01,18.39
657,Argentina,Mangrove,2008,47474,591,87149.01,17.71
658,Argentina,Mangrove,2008,47474,591,87149.01,18.39
659,Argentina,Bamboo,2008,28216,591,87149.01,17.71
660,Argentina,Bamboo,2008,28216,591,87149.01,18.39
661,Argentina,Cedar,2008,145105,591,87149.01,17.71
662,Argentina,Cedar,2008,145105,591,87149.01,18.39
663,Argentina,Lime,2008,28271,591,87149.01,17.71
664,Argentina,Lime,2008,28271,591,87149.01,18.39
665,Argentina,Oak,2009,101695,591,61586.56,18.16
666,Argentina,Oak,2009,101695,591,61586.56,18.09
667,Argentina,Pine,2009,55760,591,61586.56,18.16
668,Argentina,Pine,2009,55760,591,61586.56,18.09
669,Argentina,Plywood,2009,284439,591,61586.56,18.16
670,Argentina,Plywood,2009,284439,591,61586.56,18.09
671,Argentina,Birch,2009,68842,591,61586.56,18.16
672,Argentina,Birch,2009,68842,591,61586.56,18.09
673,Argentina,Mangrove,2009,38752,591,61586.56,18.16
674,Argentina,Mangrove,2009,38752,591,61586.56,18.09
675,Argentina,Bamboo,2009,18480,591,61586.56,18.16
676,Argentina,Bamboo,2009,18480,591,61586.56,18.09
677,Argentina,Cedar,2009,151208,591,61586.56,18.16
678,Argentina,Cedar,2009,151208,591,61586.56,18.09
679,Argentina,Lime,2009,19628,591,61586.56,18.16
680,Argentina,Lime,2009,19628,591,61586.56,18.09
681,Argentina,Oak,2010,101000,591,105915.04,17.33
682,Argentina,Oak,2010,101000,591,105915.04,17.84
683,Argentina,Pine,2010,78040,591,105915.04,17.33
684,Argentina,Pine,2010,78040,591,105915.04,17.84
685,Argentina,Plywood,2010,289849,591,105915.04,17.33
686,Argentina,Plywood,2010,289849,591,105915.04,17.84
687,Argentina,Birch,2010,57646,591,105915.04,17.33
688,Argentina,Birch,2010,57646,591,105915.04,17.84
689,Argentina,Mangrove,2010,48163,591,105915.04,17.33
690,Argentina,Mangrove,2010,48163,591,105915.04,17.84
691,Argentina,Bamboo,2010,29053,591,105915.04,17.33
692,Argentina,Bamboo,2010,29053,591,105915.04,17.84
693,Argentina,Cedar,2010,149382,591,105915.04,17.33
694,Argentina,Cedar,2010,149382,591,105915.04,17.84
695,Argentina,Lime,2010,27113,591,105915.04,17.33
696,Argentina,Lime,2010,27113,591,105915.04,17.84
697,Argentina,Oak,2011,100000,591,100424.62,17.58
698,Argentina,Oak,2011,100000,591,100424.62,17.93
699,Argentina,Pine,2011,63503,591,100424.62,17.58
700,Argentina,Pine,2011,63503,591,100424.62,17.93
701,Argentina,Plywood,2011,286657,591,100424.62,17.58
702,Argentina,Plywood,2011,286657,591,100424.62,17.93
703,Argentina,Birch,2011,67901,591,100424.62,17.58
704,Argentina,Birch,2011,67901,591,100424.62,17.93
705,Argentina,Mangrove,2011,44029,591,100424.62,17.58
706,Argentina,Mangrove,2011,44029,591,100424.62,17.93
707,Argentina,Bamboo,2011,26053,591,100424.62,17.58
708,Argentina,Bamboo,2011,26053,591,100424.62,17.93
709,Argentina,Cedar,2011,148754,591,100424.62,17.58
710,Argentina,Cedar,2011,148754,591,100424.62,17.93
711,Argentina,Lime,2011,35063,591,100424.62,17.58
712,Argentina,Lime,2011,35063,591,100424.62,17.93
713,Argentina,Oak,2012,100000,591,136185.08,18.18
714,Argentina,Oak,2012,100000,591,136185.08,18.43
715,Argentina,Pine,2012,57346,591,136185.08,18.18
716,Argentina,Pine,2012,57346,591,136185.08,18.43
717,Argentina,Plywood,2012,287821,591,136185.08,18.18
718,Argentina,Plywood,2012,287821,591,136185.08,18.43
719,Argentina,Birch,2012,66617,591,136185.08,18.18
720,Argentina,Birch,2012,66617,591,136185.08,18.43
721,Argentina,Mangrove,2012,46534,591,136185.08,18.18
722,Argentina,Mangrove,2012,46534,591,136185.08,18.43
723,Argentina,Bamboo,2012,22814,591,136185.08,18.18
724,Argentina,Bamboo,2012,22814,591,136185.08,18.43
725,Argentina,Cedar,2012,148126,591,136185.08,18.18
726,Argentina,Cedar,2012,148126,591,136185.08,18.43
727,Argentina,Lime,2012,32199,591,136185.08,18.18
728,Argentina,Lime,2012,32199,591,136185.08,18.43
729,Argentina,Oak,2013,99459,591,171945.54,16.45
730,Argentina,Oak,2013,99459,591,171945.54,16.88
731,Argentina,Pine,2013,66037,591,171945.54,16.45
732,Argentina,Pine,2013,66037,591,171945.54,16.88
733,Argentina,Plywood,2013,288984,591,171945.54,16.45
734,Argentina,Plywood,2013,288984,591,171945.54,16.88
735,Argentina,Birch,2013,67187,591,171945.54,16.45
736,Argentina,Birch,2013,67187,591,171945.54,16.88
737,Argentina,Mangrove,2013,40852,591,171945.54,16.45
738,Argentina,Mangrove,2013,40852,591,171945.54,16.88
739,Argentina,Bamboo,2013,25391,591,171945.54,16.45
740,Argentina,Bamboo,2013,25391,591,171945.54,16.88
741,Argentina,Cedar,2013,147498,591,171945.54,16.45
742,Argentina,Cedar,2013,147498,591,171945.54,16.88
743,Argentina,Lime,2013,26581,591,171945.54,16.45
744,Argentina,Lime,2013,26581,591,171945.54,16.88
745,Armenia,Pine,1992,32344,562,8,7.44
746,Armenia,Plywood,1992,111301,562,8,7.44
747,Armenia,Lime,1992,21600,562,8,7.44
748,Armenia,Pine,1993,32261,562,8,7.69
749,Armenia,Plywood,1993,134416,562,8,7.69
750,Armenia,Lime,1993,22257,562,8,7.69
751,Armenia,Pine,1994,32667,562,23,8.84
752,Armenia,Plywood,1994,131195,562,23,8.84
753,Armenia,Lime,1994,17842,562,23,8.84
754,Armenia,Pine,1995,18261,562,23.9,9.76
755,Armenia,Plywood,1995,131196,562,23.9,9.76
756,Armenia,Lime,1995,25480,562,23.9,9.76
757,Armenia,Pine,1996,22239,562,32,9.55
758,Armenia,Plywood,1996,129626,562,32,9.55
759,Armenia,Lime,1996,23569,562,32,9.55
760,Armenia,Pine,1997,45548,562,41.46,9.1
761,Armenia,Plywood,1997,109362,562,41.46,9.1
762,Armenia,Lime,1997,17009,562,41.46,9.1
763,Armenia,Pine,1998,26082,562,50.92,10.28
764,Armenia,Plywood,1998,134409,562,50.92,10.28
765,Armenia,Lime,1998,20651,562,50.92,10.28
766,Armenia,Pine,1999,40303,562,60.38,10.11
767,Armenia,Plywood,1999,130618,562,60.38,10.11
768,Armenia,Lime,1999,19466,562,60.38,10.11
769,Armenia,Pine,2000,23178,562,69.85,9.68
770,Armenia,Plywood,2000,87349,562,69.85,9.68
771,Armenia,Lime,2000,16679,562,69.85,9.68
772,Armenia,Pine,2001,37913,562,79.31,10.18
773,Armenia,Plywood,2001,114619,562,79.31,10.18
774,Armenia,Lime,2001,22263,562,79.31,10.18
775,Armenia,Pine,2002,37380,562,88.77,9.41
776,Armenia,Plywood,2002,122814,562,88.77,9.41
777,Armenia,Lime,2002,23877,562,88.77,9.41
778,Armenia,Pine,2004,61791,562,204.77,9.55
779,Armenia,Plywood,2004,161509,562,204.77,9.55
780,Armenia,Lime,2004,23416,562,204.77,9.55
781,Armenia,Pine,2005,44692,562,220.51,9.58
782,Armenia,Plywood,2005,164459,562,220.51,9.58
783,Armenia,Lime,2005,20252,562,220.51,9.58
784,Armenia,Pine,2006,33271,562,227.55,9.89
785,Armenia,Plywood,2006,163418,562,227.55,9.89
786,Armenia,Lime,2006,14627,562,227.55,9.89
787,Armenia,Pine,2007,53262,562,241.71,9.44
788,Armenia,Plywood,2007,184719,562,241.71,9.44
789,Armenia,Lime,2007,25837,562,241.71,9.44
790,Armenia,Pine,2008,53424,562,218.2,9.51
791,Armenia,Plywood,2008,189096,562,218.2,9.51
792,Armenia,Lime,2008,24322,562,218.2,9.51
793,Armenia,Pine,2009,57763,562,198.36,9.67
794,Armenia,Plywood,2009,185496,562,198.36,9.67
795,Armenia,Lime,2009,22374,562,198.36,9.67
796,Armenia,Pine,2010,46724,562,278.72,11.31
797,Armenia,Plywood,2010,170146,562,278.72,11.31
798,Armenia,Lime,2010,21192,562,278.72,11.31
799,Armenia,Pine,2011,54257,562,278.72,8.93
800,Armenia,Plywood,2011,194426,562,278.72,8.93
801,Armenia,Lime,2011,28800,562,278.72,8.93
802,Armenia,Pine,2012,62215,562,278.72,10.2
803,Armenia,Plywood,2012,207151,562,278.72,10.2
804,Armenia,Lime,2012,26010,562,278.72,10.2
805,Armenia,Pine,2013,67114,562,278.72,11.08
806,Armenia,Plywood,2013,215290,562,278.72,11.08
807,Armenia,Lime,2013,31273,562,278.72,11.08
808,Australia,Pine,1990,41821,534,17866,16.8
809,Australia,Pine,1990,41821,534,17866,20.06
810,Australia,Pine,1990,41821,534,17866,12.11
811,Australia,Pine,1990,41821,534,17866,14.16
812,Australia,Pine,1990,41821,534,17866,18.05
813,Australia,Pine,1990,41821,534,17866,17.47
814,Australia,Plywood,1990,289832,534,17866,16.8
815,Australia,Plywood,1990,289832,534,17866,20.06
816,Australia,Plywood,1990,289832,534,17866,12.11
817,Australia,Plywood,1990,289832,534,17866,14.16
818,Australia,Plywood,1990,289832,534,17866,18.05
819,Australia,Plywood,1990,289832,534,17866,17.47
820,Australia,Birch,1990,88000,534,17866,16.8
821,Australia,Birch,1990,88000,534,17866,20.06
822,Australia,Birch,1990,88000,534,17866,12.11
823,Australia,Birch,1990,88000,534,17866,14.16
824,Australia,Birch,1990,88000,534,17866,18.05
825,Australia,Birch,1990,88000,534,17866,17.47
826,Australia,Mangrove,1990,24883,534,17866,16.8
827,Australia,Mangrove,1990,24883,534,17866,20.06
828,Australia,Mangrove,1990,24883,534,17866,12.11
829,Australia,Mangrove,1990,24883,534,17866,14.16
830,Australia,Mangrove,1990,24883,534,17866,18.05
831,Australia,Mangrove,1990,24883,534,17866,17.47
832,Australia,Bamboo,1990,15718,534,17866,16.8
833,Australia,Bamboo,1990,15718,534,17866,20.06
834,Australia,Bamboo,1990,15718,534,17866,12.11
835,Australia,Bamboo,1990,15718,534,17866,14.16
836,Australia,Bamboo,1990,15718,534,17866,18.05
837,Australia,Bamboo,1990,15718,534,17866,17.47
838,Australia,Cedar,1990,137140,534,17866,16.8
839,Australia,Cedar,1990,137140,534,17866,20.06
840,Australia,Cedar,1990,137140,534,17866,12.11
841,Australia,Cedar,1990,137140,534,17866,14.16
842,Australia,Cedar,1990,137140,534,17866,18.05
843,Australia,Cedar,1990,137140,534,17866,17.47
844,Australia,Lime,1990,16344,534,17866,16.8
845,Australia,Lime,1990,16344,534,17866,20.06
846,Australia,Lime,1990,16344,534,17866,12.11
847,Australia,Lime,1990,16344,534,17866,14.16
848,Australia,Lime,1990,16344,534,17866,18.05
849,Australia,Lime,1990,16344,534,17866,17.47
850,Australia,Pine,1991,39938,534,17866,16.78
851,Australia,Pine,1991,39938,534,17866,20.29
852,Australia,Pine,1991,39938,534,17866,12.22
853,Australia,Pine,1991,39938,534,17866,13.77
854,Australia,Pine,1991,39938,534,17866,18.73
855,Australia,Pine,1991,39938,534,17866,17.85
856,Australia,Plywood,1991,285359,534,17866,16.78
857,Australia,Plywood,1991,285359,534,17866,20.29
858,Australia,Plywood,1991,285359,534,17866,12.22
859,Australia,Plywood,1991,285359,534,17866,13.77
860,Australia,Plywood,1991,285359,534,17866,18.73
861,Australia,Plywood,1991,285359,534,17866,17.85
862,Australia,Birch,1991,88427,534,17866,16.78
863,Australia,Birch,1991,88427,534,17866,20.29
864,Australia,Birch,1991,88427,534,17866,12.22
865,Australia,Birch,1991,88427,534,17866,13.77
866,Australia,Birch,1991,88427,534,17866,18.73
867,Australia,Birch,1991,88427,534,17866,17.85
868,Australia,Mangrove,1991,19865,534,17866,16.78
869,Australia,Mangrove,1991,19865,534,17866,20.29
870,Australia,Mangrove,1991,19865,534,17866,12.22
871,Australia,Mangrove,1991,19865,534,17866,13.77
872,Australia,Mangrove,1991,19865,534,17866,18.73
873,Australia,Mangrove,1991,19865,534,17866,17.85
874,Australia,Bamboo,1991,15551,534,17866,16.78
875,Australia,Bamboo,1991,15551,534,17866,20.29
876,Australia,Bamboo,1991,15551,534,17866,12.22
877,Australia,Bamboo,1991,15551,534,17866,13.77
878,Australia,Bamboo,1991,15551,534,17866,18.73
879,Australia,Bamboo,1991,15551,534,17866,17.85
880,Australia,Cedar,1991,151142,534,17866,16.78
881,Australia,Cedar,1991,151142,534,17866,20.29
882,Australia,Cedar,1991,151142,534,17866,12.22
883,Australia,Cedar,1991,151142,534,17866,13.77
884,Australia,Cedar,1991,151142,534,17866,18.73
885,Australia,Cedar,1991,151142,534,17866,17.85
886,Australia,Lime,1991,14698,534,17866,16.78
887,Australia,Lime,1991,14698,534,17866,20.29
888,Australia,Lime,1991,14698,534,17866,12.22
889,Australia,Lime,1991,14698,534,17866,13.77
890,Australia,Lime,1991,14698,534,17866,18.73
891,Australia,Lime,1991,14698,534,17866,17.85
892,Australia,Pine,1992,51721,534,22234,15.78
893,Australia,Pine,1992,51721,534,22234,19.79
894,Australia,Pine,1992,51721,534,22234,11.21
895,Australia,Pine,1992,51721,534,22234,13.31
896,Australia,Pine,1992,51721,534,22234,18.45
897,Australia,Pine,1992,51721,534,22234,16.89
898,Australia,Plywood,1992,289220,534,22234,15.78
899,Australia,Plywood,1992,289220,534,22234,19.79
900,Australia,Plywood,1992,289220,534,22234,11.21
901,Australia,Plywood,1992,289220,534,22234,13.31
902,Australia,Plywood,1992,289220,534,22234,18.45
903,Australia,Plywood,1992,289220,534,22234,16.89
904,Australia,Birch,1992,88346,534,22234,15.78
905,Australia,Birch,1992,88346,534,22234,19.79
906,Australia,Birch,1992,88346,534,22234,11.21
907,Australia,Birch,1992,88346,534,22234,13.31
908,Australia,Birch,1992,88346,534,22234,18.45
909,Australia,Birch,1992,88346,534,22234,16.89
910,Australia,Mangrove,1992,25431,534,22234,15.78
911,Australia,Mangrove,1992,25431,534,22234,19.79
912,Australia,Mangrove,1992,25431,534,22234,11.21
913,Australia,Mangrove,1992,25431,534,22234,13.31
914,Australia,Mangrove,1992,25431,534,22234,18.45
915,Australia,Mangrove,1992,25431,534,22234,16.89
916,Australia,Bamboo,1992,21141,534,22234,15.78
917,Australia,Bamboo,1992,21141,534,22234,19.79
918,Australia,Bamboo,1992,21141,534,22234,11.21
919,Australia,Bamboo,1992,21141,534,22234,13.31
920,Australia,Bamboo,1992,21141,534,22234,18.45
921,Australia,Bamboo,1992,21141,534,22234,16.89
922,Australia,Cedar,1992,127548,534,22234,15.78
923,Australia,Cedar,1992,127548,534,22234,19.79
924,Australia,Cedar,1992,127548,534,22234,11.21
925,Australia,Cedar,1992,127548,534,22234,13.31
926,Australia,Cedar,1992,127548,534,22234,18.45
927,Australia,Cedar,1992,127548,534,22234,16.89
928,Australia,Lime,1992,17812,534,22234,15.78
929,Australia,Lime,1992,17812,534,22234,19.79
930,Australia,Lime,1992,17812,534,22234,11.21
931,Australia,Lime,1992,17812,534,22234,13.31
932,Australia,Lime,1992,17812,534,22234,18.45
933,Australia,Lime,1992,17812,534,22234,16.89
934,Australia,Pine,1993,44261,534,23899,16.71
935,Australia,Pine,1993,44261,534,23899,20.19
936,Australia,Pine,1993,44261,534,23899,11.84
937,Australia,Pine,1993,44261,534,23899,13.81
938,Australia,Pine,1993,44261,534,23899,18.03
939,Australia,Pine,1993,44261,534,23899,17.42
940,Australia,Plywood,1993,290981,534,23899,16.71
941,Australia,Plywood,1993,290981,534,23899,20.19
942,Australia,Plywood,1993,290981,534,23899,11.84
943,Australia,Plywood,1993,290981,534,23899,13.81
944,Australia,Plywood,1993,290981,534,23899,18.03
945,Australia,Plywood,1993,290981,534,23899,17.42
946,Australia,Birch,1993,76400,534,23899,16.71
947,Australia,Birch,1993,76400,534,23899,20.19
948,Australia,Birch,1993,76400,534,23899,11.84
949,Australia,Birch,1993,76400,534,23899,13.81
950,Australia,Birch,1993,76400,534,23899,18.03
951,Australia,Birch,1993,76400,534,23899,17.42
952,Australia,Mangrove,1993,12834,534,23899,16.71
953,Australia,Mangrove,1993,12834,534,23899,20.19
954,Australia,Mangrove,1993,12834,534,23899,11.84
955,Australia,Mangrove,1993,12834,534,23899,13.81
956,Australia,Mangrove,1993,12834,534,23899,18.03
957,Australia,Mangrove,1993,12834,534,23899,17.42
958,Australia,Bamboo,1993,16168,534,23899,16.71
959,Australia,Bamboo,1993,16168,534,23899,20.19
